uniprot_id,GO_IDs
D0VWX8,GO_0016020;GO_0015276;GO_0034220
A5F5R2,GO_0008930;GO_0019284;GO_0009164;GO_0009086;GO_0016787;GO_0005829;GO_0003824;GO_0009116;GO_0019509;GO_0008782;GO_0008652
P07379,GO_0016831;GO_0046166;GO_0046889;GO_0070365;GO_0019543;GO_0006006;GO_0071549;GO_0033993;GO_0006107;GO_0005737;GO_0043382;GO_0016740;GO_0042593;GO_0071332;GO_0072350;GO_0016301;GO_0071477;GO_0000166;GO_0032869;GO_0071377;GO_0005829;GO_0006094;GO_0030145;GO_0071300;GO_0042594;GO_0006629;GO_0097403;GO_0106264;GO_0016829;GO_0000287;GO_0070741;GO_0051365;GO_0071456;GO_0071475;GO_0071356;GO_0019003;GO_0032496;GO_0005739;GO_0046890;GO_0071320;GO_0005783;GO_0009617;GO_0018105;GO_0031406;GO_0031667;GO_0046327;GO_0014823;GO_0043648;GO_0071333;GO_0071347;GO_0005525;GO_0071476;GO_1904640;GO_0004611;GO_0017076;GO_0046872;GO_0032868;GO_0071474;GO_0045944;GO_0004550;GO_0004613;GO_1904628
P09237,GO_0030335;GO_0030574;GO_0006509;GO_0042127;GO_0006508;GO_0002779;GO_0002780;GO_0030198;GO_0004252;GO_0050829;GO_0022617;GO_0005576;GO_0008237;GO_0050830;GO_0004175;GO_0031012;GO_0016787;GO_0031293;GO_0005515;GO_0009410;GO_0005615;GO_0008233;GO_0004222;GO_0046872;GO_0042742;GO_0070062;GO_0008270
P08709,GO_0007599;GO_0010641;GO_0030335;GO_0006508;GO_0031100;GO_0032355;GO_0004252;GO_0002690;GO_0009725;GO_0005576;GO_0007623;GO_1904400;GO_0001666;GO_0005796;GO_0062023;GO_0004175;GO_0050927;GO_0016787;GO_1904612;GO_0060416;GO_0032008;GO_0031982;GO_0010037;GO_0030194;GO_0033595;GO_0070723;GO_1905217;GO_0097068;GO_1905286;GO_0016485;GO_0005515;GO_1905225;GO_0005102;GO_0005615;GO_0005788;GO_0031667;GO_0008233;GO_0043627;GO_0007596;GO_0097066;GO_0005509;GO_0005886;GO_0032571;GO_0008236
P35963,GO_0033644;GO_0052150;GO_0072494;GO_0030430;GO_0004519;GO_0006508;GO_0075713;GO_0034061;GO_0003824;GO_0008289;GO_0043657;GO_0003964;GO_0039657;GO_0015074;GO_0016740;GO_0016779;GO_0044174;GO_0003887;GO_0016032;GO_0005198;GO_0016787;GO_0020002;GO_0035613;GO_0006310;GO_0052151;GO_0005515;GO_0004518;GO_0042025;GO_0019013;GO_0044826;GO_0004190;GO_0075523;GO_0008233;GO_0004533;GO_0016020;GO_0075732;GO_0046872;GO_0003723;GO_0019028;GO_0044423;GO_0006278;GO_0003677;GO_0004523;GO_0046718;GO_0055036;GO_0003676;GO_0008270
P10845,GO_0035594;GO_0043208;GO_0097001;GO_0051861;GO_0046625;GO_0097367;GO_0033218;GO_0008289;GO_0005488;GO_0003674;GO_0022884;GO_0008320;GO_0140318;GO_0022857;GO_0005215;GO_0036094;GO_0043168;GO_0031406;GO_1905576;GO_0043177;GO_0005515;GO_0043167;GO_0046914;GO_0008270;GO_0046872;GO_0043169;GO_0044079;GO_0044068;GO_0044003;GO_0051701;GO_0035821;GO_0044403;GO_0044419;GO_0008150;GO_0110165;GO_0005575;GO_0005622;GO_0005576;GO_0043227;GO_0043226;GO_0030659;GO_0031982;GO_0097708;GO_0031410;GO_0012506;GO_0031090;GO_0016020;GO_0005737;GO_0030665;GO_0030669;GO_0045334;GO_0030666;GO_0030662;GO_0030136;GO_0030139;GO_0098588;GO_0030135;GO_0043231;GO_0043229;GO_0005829;GO_0005886;GO_0071944
P0C6X7,GO_0033644;GO_0001172;GO_0004197;GO_0030430;GO_0004519;GO_0006508;GO_0039520;GO_0106005;GO_0039657;GO_0061578;GO_0016740;GO_0052170;GO_0016779;GO_0044174;GO_0004386;GO_0044165;GO_0000166;GO_0002151;GO_0044172;GO_0005524;GO_0016787;GO_0016887;GO_0062243;GO_0003968;GO_0004532;GO_0039595;GO_0039604;GO_0008242;GO_0010506;GO_0008168;GO_0000175;GO_0043139;GO_0039502;GO_0016829;GO_0032574;GO_0019082;GO_0005515;GO_0004518;GO_0004843;GO_0042802;GO_0004483;GO_0008234;GO_0019083;GO_0006370;GO_0032259;GO_0039579;GO_0004527;GO_0019079;GO_0006351;GO_0004482;GO_0003727;GO_0008233;GO_0039648;GO_0039694;GO_0075523;GO_0003724;GO_1990380;GO_0085034;GO_0034062;GO_0016020;GO_0044177;GO_0046872;GO_0003723;GO_0004540;GO_0003676;GO_0008270;GO_0044220
P06730,GO_0001662;GO_0051028;GO_0006413;GO_0016442;GO_0030182;GO_0045665;GO_0006406;GO_0071549;GO_0099578;GO_0016604;GO_0048471;GO_0005737;GO_0017148;GO_0031370;GO_0098794;GO_0019899;GO_0005829;GO_0045931;GO_0010494;GO_0051168;GO_0016607;GO_0019827;GO_0140297;GO_0005515;GO_0098808;GO_0000339;GO_0010507;GO_0000932;GO_0003743;GO_0016281;GO_0005634;GO_0033391;GO_0006412;GO_0000082;GO_0036464;GO_0003723;GO_0006417;GO_0000340;GO_0070062;GO_0098978
Q9UN19,GO_0005543;GO_0006470;GO_0016020;GO_0005515;GO_0043325;GO_0005829;GO_0005547;GO_0005737;GO_0005886;GO_0007165
P43619,GO_0034213;GO_0005634;GO_0009435;GO_0016763;GO_0034354;GO_0005737;GO_0019363;GO_0016757;GO_0016740;GO_0004514
P98170,GO_0061630;GO_0032481;GO_0005737;GO_0016740;GO_0046330;GO_0008270;GO_0043066;GO_0051402;GO_0070427;GO_0004842;GO_0010804;GO_0045088;GO_0055070;GO_0070431;GO_0090263;GO_0043123;GO_0051726;GO_0030414;GO_0070534;GO_1902530;GO_0005515;GO_0006974;GO_0004869;GO_0042802;GO_0016055;GO_0032496;GO_0030510;GO_0060785;GO_0005634;GO_0050727;GO_0031398;GO_0006915;GO_0005654;GO_0046872;GO_0042981;GO_0042742;GO_0120283;GO_0070424;GO_0043027
O32243,GO_0016020;GO_0055085;GO_0005886;GO_0022857;GO_0043190;GO_0006865
P03472,GO_0033644;GO_0016020;GO_0046872;GO_0016787;GO_0044423;GO_0005975;GO_0046761;GO_0055036;GO_0020002;GO_0004308;GO_0016798
P62508,GO_0005496;GO_0000785;GO_0003707;GO_0010556;GO_0001228;GO_0120162;GO_0034056;GO_0050682;GO_0006357;GO_0004879;GO_0006355;GO_0005515;GO_0030518;GO_0000977;GO_0043565;GO_0003700;GO_0005634;GO_0048384;GO_0005654;GO_0046872;GO_0003677;GO_0045944;GO_0000981;GO_0008270;GO_0019219;GO_1990837;GO_0045893
P04035,GO_0006694;GO_0005777;GO_0016126;GO_0016491;GO_0120225;GO_0005778;GO_1900222;GO_0015936;GO_0008202;GO_0030695;GO_0008299;GO_0006629;GO_0050661;GO_0070402;GO_0060291;GO_0008203;GO_0005515;GO_0006695;GO_0005783;GO_0004420;GO_0050709;GO_0016020;GO_0042177;GO_0016616;GO_0070372;GO_0005789;GO_0008542
P12694,GO_0016831;GO_0005759;GO_0016491;GO_0047101;GO_0003863;GO_0005515;GO_0046872;GO_0005739;GO_0160157;GO_0009083;GO_0016624
P00940,GO_0016829;GO_0031625;GO_0019563;GO_0046166;GO_0004807;GO_0006006;GO_0006096;GO_0061621;GO_0005829;GO_0008929;GO_0006094;GO_0019242;GO_0042803;GO_0005737;GO_0019682;GO_0016853
A0QYW6,GO_0000166
Q6T755,GO_0008168;GO_0016741;GO_0016740;GO_0003824;GO_0003674;GO_0008757;GO_0008170;GO_0000234;GO_0009987;GO_0008150;GO_0008152;GO_0006629;GO_0044238;GO_0009058;GO_0008610;GO_0046470;GO_0006656;GO_0006650;GO_0046474;GO_0008654;GO_0006644;GO_0045017;GO_0046486;GO_0090407;GO_0006796;GO_0019637;GO_0006793;GO_0110165;GO_0005575;GO_0005622;GO_0005737;GO_0043227;GO_0043226;GO_0043229;GO_0043231
P10344,GO_0005488;GO_0003674;GO_0008514;GO_0022857;GO_0005215;GO_0015171;GO_0043168;GO_0031406;GO_0043177;GO_0036094;GO_0016597;GO_0043167;GO_0046943;GO_0005342;GO_0022834;GO_0005230;GO_0022824;GO_0022835;GO_0030594;GO_0038023;GO_0060089;GO_0070406;GO_0004970;GO_0008066;GO_0004888;GO_0022890;GO_0015318;GO_0022836;GO_0015267;GO_0022803;GO_0005216;GO_0015075;GO_0015276;GO_0005515;GO_0006810;GO_0051234;GO_0051179;GO_0008150;GO_0110165;GO_0005575;GO_0071944;GO_0016020;GO_0030313;GO_0042597
P95607,GO_0005506;GO_0008199;GO_0016491;GO_0009056;GO_0046872;GO_0051213;GO_0003824;GO_0009712;GO_0016702;GO_0018576
P17931,GO_0045087;GO_0050918;GO_0051134;GO_2001200;GO_0048245;GO_0004864;GO_0141069;GO_0030593;GO_0042056;GO_1903078;GO_0008380;GO_0030246;GO_0005737;GO_0005576;GO_0002376;GO_0009986;GO_0030855;GO_0062023;GO_0006397;GO_0101003;GO_0002548;GO_0045806;GO_0043236;GO_0001772;GO_0005829;GO_0048246;GO_0005515;GO_0071677;GO_0070232;GO_0030154;GO_0050860;GO_0005615;GO_0048030;GO_0071674;GO_0030667;GO_0042129;GO_0005681;GO_1902041;GO_2000521;GO_2001189;GO_0005634;GO_0019863;GO_0005743;GO_0016020;GO_0005654;GO_0140693;GO_0003723;GO_0090280;GO_0019903;GO_2001237;GO_0005886;GO_0070062;GO_0031334;GO_0030547
Q9Y5Y6,GO_0005615;GO_0016323;GO_0001843;GO_0016020;GO_0006508;GO_0016787;GO_0060672;GO_0004252;GO_0030216;GO_0005886;GO_0030163;GO_0009897;GO_0008236;GO_0008233
Q5ZUA2,GO_0000166;GO_0016020;GO_0046872;GO_0016787;GO_0017110;GO_0009134
P07678,GO_0006754;GO_0016020;GO_0046933;GO_0005524;GO_1902600;GO_0045259;GO_0005886;GO_0006811;GO_0015986
P00651,GO_0016829;GO_0004521;GO_0004519;GO_0004518;GO_0003723;GO_0016787;GO_0004540;GO_0001411;GO_0008150;GO_0046589;GO_0030428
P40233,GO_0005634;GO_0000287;GO_0004713;GO_0000166;GO_0004672;GO_0030100;GO_0005524;GO_0006897;GO_0106310;GO_0000324;GO_0005737;GO_0004674;GO_0007165;GO_0016740;GO_0016301
E3NZ06,GO_0001755;GO_0048703;GO_0016620;GO_0009258;GO_0016491;GO_0009058;GO_0016155;GO_0016787;GO_0003824;GO_0007369;GO_0005737;GO_0048885;GO_0007507;GO_0004029;GO_0006730
P00720,GO_0009253;GO_0030430;GO_0016787;GO_0016998;GO_0003824;GO_0042742;GO_0044659;GO_0031640;GO_0016798;GO_0003796
Q8II92,GO_0000287;GO_0006260;GO_0006399;GO_0009117;GO_0046872;GO_0016787;GO_0042802;GO_0004170;GO_0046081;GO_0006226
Q4WW81,GO_0008150;GO_0046872;GO_0030246;GO_0141025
P66940,GO_0003824;GO_0003674;GO_0016861;GO_0016860;GO_0016853;GO_0004807;GO_0016765;GO_0016740;GO_0005515;GO_0005488;GO_0019637;GO_1901135;GO_0006793;GO_0008152;GO_0009987;GO_0008150;GO_0009117;GO_0019752;GO_0006753;GO_0043436;GO_0006082;GO_0006796;GO_0055086;GO_0006139;GO_0044281;GO_0044238;GO_0016052;GO_0005975;GO_0009056;GO_0034655;GO_0110165;GO_0005575;GO_0005622;GO_0005737
Q7M4F9,GO_0046872
P00915,GO_0016829;GO_0004089;GO_0005515;GO_0046872;GO_0005829;GO_0004064;GO_0016836;GO_0005737;GO_0070062;GO_0018820;GO_0008270
Q72J47,GO_0009052;GO_0006098;GO_0016853;GO_0004751
P68135,GO_0140660;GO_0005865;GO_0048306;GO_0005737;GO_0031013;GO_0001725;GO_0098723;GO_0000166;GO_0032036;GO_0005524;GO_0016787;GO_0048741;GO_0044297;GO_0030240;GO_0051017;GO_0031941;GO_0000287;GO_0005523;GO_0010628;GO_0005515;GO_0090131;GO_0042802;GO_0019904;GO_0005856;GO_0030175;GO_0030041;GO_0031432;GO_0005884;GO_0003785;GO_0005509;GO_0032432;GO_0030027
Q4ACU6,GO_0050885;GO_0048170;GO_1900273;GO_0043005;GO_0035641;GO_0017124;GO_0021773;GO_0097110;GO_1900451;GO_0097114;GO_0005737;GO_0007612;GO_0050804;GO_0008306;GO_2000821;GO_0045202;GO_0120025;GO_0098919;GO_0008270;GO_0007626;GO_0030160;GO_2000463;GO_0044309;GO_0060999;GO_0000165;GO_1904717;GO_0035640;GO_0040011;GO_0007611;GO_0003779;GO_0045794;GO_0097117;GO_0060997;GO_2000822;GO_0097107;GO_0097113;GO_1900452;GO_0014069;GO_0060076;GO_0032232;GO_0060291;GO_0007416;GO_0097396;GO_0005515;GO_0051835;GO_0061351;GO_0051968;GO_0061001;GO_0043197;GO_0035255;GO_0099562;GO_0060292;GO_1900271;GO_0001838;GO_0071625;GO_0048854;GO_0007613;GO_0050808;GO_0010467;GO_0042995;GO_0014009;GO_0005886;GO_0060170;GO_0035176;GO_0048167;GO_0098978
Q05127,GO_0030430;GO_0039505;GO_0039722;GO_0052170;GO_0033235;GO_0140313;GO_0039723;GO_0140533;GO_0039502;GO_0044414;GO_0039580;GO_0039724;GO_0005515;GO_0019013;GO_0019083;GO_0019079;GO_0039557;GO_0003723;GO_0010629;GO_0060965;GO_0044423
Q9WFL7,GO_0016779;GO_0004519;GO_0006508;GO_0075713;GO_0004518;GO_0016787;GO_0006278;GO_0003677;GO_0044826;GO_0003964;GO_0008270;GO_0016740;GO_0004190;GO_0008233
Q8WUI4,GO_0033558;GO_0001570;GO_0000122;GO_0000118;GO_0019901;GO_0005737;GO_0045892;GO_0071889;GO_0005080;GO_0032703;GO_0006476;GO_0016787;GO_0003682;GO_0005829;GO_0009889;GO_0090050;GO_0006325;GO_0140297;GO_0007043;GO_0005515;GO_0141221;GO_0003714;GO_1901223;GO_0005634;GO_0016925;GO_0045668;GO_0046872;GO_0050684;GO_0019789;GO_0040029;GO_0004407;GO_0005654
P67475,GO_0003824;GO_0003674;GO_0016830;GO_0016829;GO_0005515;GO_0005488;GO_0036094;GO_0016701;GO_0016491;GO_0016832;GO_0004332;GO_0046914;GO_0046872;GO_0043169;GO_0043167;GO_0015204;GO_0042887;GO_0022857;GO_0005215;GO_0017171;GO_0140677;GO_0016787;GO_0140659;GO_0140660;GO_0098772;GO_0008270;GO_0009117;GO_0006753;GO_0006796;GO_0019637;GO_0055086;GO_1901135;GO_0006793;GO_0006139;GO_0044281;GO_0044238;GO_0008152;GO_0009987;GO_0008150;GO_0005975;GO_0110165;GO_0005575;GO_0005622
Q79FD7,GO_0003824;GO_0003674;GO_0016853;GO_0005488;GO_0005515;GO_0016765;GO_0016740;GO_0016860;GO_0016861;GO_0004751;GO_0009117;GO_0006753;GO_0006796;GO_0019637;GO_0055086;GO_1901135;GO_0006793;GO_0006139;GO_0044281;GO_0044238;GO_0008152;GO_0009987;GO_0008150;GO_0110165;GO_0005575
P26918,GO_0017001;GO_0008800;GO_0046872;GO_0016787;GO_0046677;GO_0042597;GO_0008270
Q13126,GO_0017061;GO_0003824;GO_0005737;GO_0006738;GO_0016740;GO_0033574;GO_0004645;GO_0005829;GO_0019509;GO_0006166;GO_0016757;GO_0006139;GO_0005515;GO_0032259;GO_0005634;GO_0016763;GO_0009116;GO_0070062;GO_0005654
P53582,GO_0004177;GO_0008235;GO_0004239;GO_0005515;GO_0006508;GO_0046872;GO_0016787;GO_0005829;GO_0022626;GO_0051604;GO_0006417;GO_0070527;GO_0005737;GO_0008270;GO_0070006;GO_0008233
O53512,GO_0051260;GO_0005515;GO_0046872;GO_0005829;GO_0003849;GO_0030145;GO_0005886;GO_0008652;GO_0009423;GO_0016740;GO_0009274;GO_0009073
P15705,GO_0030544;GO_0006626;GO_0006457;GO_0005515;GO_0051879;GO_0008104;GO_0042030;GO_0005737;GO_0003729
P43405,GO_0002223;GO_0032755;GO_0045588;GO_0033630;GO_0019901;GO_0097110;GO_0051090;GO_0043410;GO_0016740;GO_0002376;GO_0043303;GO_0007229;GO_0030183;GO_0032733;GO_0005524;GO_0048514;GO_0042492;GO_0032765;GO_0043274;GO_0050764;GO_0032930;GO_0007166;GO_0010543;GO_0005102;GO_0007167;GO_0019902;GO_0035325;GO_0050776;GO_0070372;GO_0045579;GO_0001945;GO_0032481;GO_0030593;GO_0010803;GO_0042169;GO_0031623;GO_0046638;GO_0018108;GO_0038095;GO_0004713;GO_0000166;GO_0038156;GO_0032753;GO_0007159;GO_0002250;GO_0001525;GO_0032760;GO_0032757;GO_0002752;GO_0006468;GO_0045087;GO_0002684;GO_0032735;GO_0004674;GO_0001819;GO_0019722;GO_0001820;GO_0051649;GO_0038096;GO_0043313;GO_0005178;GO_0032725;GO_0004672;GO_0032928;GO_0005515;GO_0016170;GO_0043306;GO_0002092;GO_0035556;GO_0042742;GO_0002281;GO_0031334;GO_0002554;GO_0002862;GO_0016301;GO_0038063;GO_0043366;GO_0032752;GO_0009887;GO_0046641;GO_0050853;GO_0001784;GO_0050850;GO_0002283;GO_0006606;GO_0045780;GO_0019370;GO_0004715;GO_0002366;GO_0030168;GO_0001775
O96013,GO_0043408;GO_0045766;GO_0005737;GO_0004674;GO_0098609;GO_0007165;GO_0016740;GO_0007010;GO_0016301;GO_0016477;GO_0000166;GO_0005794;GO_0005524;GO_0005829;GO_0098641;GO_2000352;GO_0009267;GO_0004672;GO_0005515;GO_0001558;GO_0060996;GO_0005925;GO_0005912;GO_0006915;GO_0035556;GO_0106310
G3XCK4,GO_0016779;GO_0009058;GO_0008879;GO_0046872;GO_0016740
P0A9E0,GO_0043565;GO_0003700;GO_0080090;GO_0019568;GO_0005515;GO_0005829;GO_0042802;GO_0032993;GO_0000976;GO_0003677;GO_0009889;GO_0001217;GO_0005737;GO_0045892;GO_0006355
Q9KPL5,GO_0005337;GO_0016020;GO_1901642;GO_0042802;GO_0005886;GO_0015293
Q5M586,GO_0006826;GO_0015093;GO_0034755;GO_0000166;GO_0005525;GO_0016020;GO_0046872;GO_0005886;GO_0006811
P00669,GO_0051607;GO_0016829;GO_0050830;GO_0004519;GO_0004518;GO_0016787;GO_0003824;GO_0042802;GO_0004540;GO_0004522;GO_0005576;GO_0003676
P08581,GO_2001028;GO_0050918;GO_0043235;GO_0009925;GO_0030182;GO_0017154;GO_0001889;GO_0031016;GO_0005576;GO_0007165;GO_0016740;GO_0009986;GO_0016301;GO_0004713;GO_0000166;GO_0098794;GO_0005524;GO_0071526;GO_0005008;GO_0140677;GO_0048012;GO_0060079;GO_0004672;GO_0005515;GO_1905098;GO_0042802;GO_0007166;GO_0010507;GO_0004714;GO_0035024;GO_0048754;GO_0061436;GO_1901299;GO_0016020;GO_0019903;GO_0007169;GO_0051497;GO_0045944;GO_0001886;GO_0005886;GO_0070495;GO_0031116
P20231,GO_0062023;GO_0005576;GO_0005515;GO_0006508;GO_0016787;GO_0004252;GO_0005615;GO_0008236;GO_0008233
P09382,GO_2001200;GO_1990724;GO_0005737;GO_0030246;GO_0098609;GO_0005576;GO_0007165;GO_0050729;GO_0062023;GO_0046598;GO_0031295;GO_0043236;GO_0005829;GO_2000329;GO_0043123;GO_0043065;GO_0002317;GO_0005515;GO_0045445;GO_0005615;GO_0005788;GO_0048018;GO_0006915;GO_0003723;GO_0042981;GO_0005886;GO_0070062;GO_0030395
O15151,GO_0000122;GO_0045892;GO_0017053;GO_0043933;GO_0003283;GO_0043066;GO_0019899;GO_0004842;GO_0050821;GO_0030330;GO_0016567;GO_0003281;GO_0051726;GO_0071456;GO_0065003;GO_0003181;GO_0008285;GO_0005515;GO_0065008;GO_0003203;GO_0005634;GO_0005654;GO_0046872;GO_0042177;GO_0008270;GO_0003170
P00533,GO_1900087;GO_0007173;GO_0008544;GO_0042127;GO_0001942;GO_0060571;GO_0005006;GO_0004888;GO_0001618;GO_0007165;GO_0001892;GO_0004713;GO_0000166;GO_0061029;GO_0003682;GO_0048546;GO_0005768;GO_0050673;GO_0071363;GO_0008283;GO_0004672;GO_0005515;GO_0007166;GO_0004714;GO_0050679;GO_0008284;GO_0007435;GO_0003690;GO_0004709;GO_0000902;GO_0021795
Q07817,GO_0051607;GO_0007281;GO_0007005;GO_1903077;GO_0040008;GO_0015267;GO_0019901;GO_2000242;GO_0001541;GO_0035234;GO_0055085;GO_0005741;GO_0005737;GO_0045202;GO_0009566;GO_0001836;GO_0043066;GO_0051402;GO_1902042;GO_0001701;GO_1902230;GO_0005829;GO_0031966;GO_0046898;GO_0030672;GO_0097136;GO_0071839;GO_0009314;GO_0097048;GO_1900118;GO_0005813;GO_0032465;GO_0090201;GO_0051093;GO_0043065;GO_0050673;GO_0071312;GO_0097284;GO_0005759;GO_0044565;GO_0046902;GO_0034097;GO_0005515;GO_2000669;GO_0031965;GO_2001243;GO_0042802;GO_0005739;GO_0005783;GO_2001233;GO_0005856;GO_0006897;GO_0008630;GO_2001240;GO_0005634;GO_0009615;GO_0005743;GO_0007283;GO_0006915;GO_0016020;GO_0042981;GO_0043524;GO_0008584;GO_0071230;GO_0008637;GO_1902531;GO_0031410;GO_0051434;GO_0051881;GO_0071480;GO_1902236;GO_0097192;GO_0032946
P05132,GO_0001707;GO_0070613;GO_0034237;GO_0000122;GO_0007189;GO_2000810;GO_0005930;GO_0048240;GO_0034605;GO_0019901;GO_0061136;GO_0070417;GO_0005737;GO_0007193;GO_0046827;GO_0004674;GO_0050804;GO_0031594;GO_0048471;GO_0016740;GO_0006611;GO_0016301;GO_0006397;GO_0098794;GO_0000166;GO_0005524;GO_0030007;GO_0030145;GO_0032024;GO_0071377;GO_0005829;GO_0031514;GO_0097546;GO_0005952;GO_0005813;GO_0045879;GO_0045667;GO_1904262;GO_0099170;GO_0051726;GO_0000287;GO_0031625;GO_0016607;GO_0004672;GO_0005515;GO_0005739;GO_0019904;GO_0018105;GO_0141156;GO_0045542;GO_0005634;GO_0004691;GO_1990044;GO_0071333;GO_1904539;GO_0001669;GO_0001843;GO_0016020;GO_0004712;GO_0044853;GO_0106310;GO_0042995;GO_0005886;GO_0031410;GO_0045722;GO_0036126;GO_0005654;GO_0098978;GO_0005929;GO_0071374;GO_0050766
O43451,GO_0005983;GO_0000025;GO_0004574;GO_0003824;GO_0030246;GO_0016798;GO_0101003;GO_0016160;GO_0016787;GO_0005975;GO_0070821;GO_0005515;GO_0016324;GO_0090599;GO_0004553;GO_0004558;GO_1901027;GO_0016020;GO_0005886;GO_0070062;GO_0004339
Q91HI9,GO_0005488;GO_0003674;GO_0036094;GO_0043167;GO_0043168;GO_0031406;GO_0043177;GO_0097367;GO_0033691;GO_0044650;GO_0046813;GO_0044406;GO_0051701;GO_0019062;GO_0019058;GO_0044403;GO_0016032;GO_0044419;GO_0008150;GO_0019030;GO_0019028;GO_0044423;GO_0005575;GO_0039624
B8LFD6,GO_0000287;GO_0046872;GO_0016787;GO_0003824;GO_0005975;GO_0009341;GO_0030246;GO_0004553;GO_0004565;GO_0016798
A3N294,GO_0015888;GO_0030975;GO_0030288;GO_0030976
Q9U9J6,GO_0007608;GO_0005615;GO_0005549;GO_0005576
Q8N1Q1,GO_0016829;GO_0043209;GO_0004089;GO_0005515;GO_0046872;GO_0005829;GO_0005737;GO_0008270;GO_0043231
Q12051,GO_0004311;GO_0004337;GO_0004659;GO_0046872;GO_0003824;GO_0016114;GO_0005739;GO_0008299;GO_0015031;GO_0033386;GO_0005737;GO_0033384;GO_0004161;GO_0016740;GO_0045337
P12821,GO_0002019;GO_0050482;GO_0001822;GO_0002003;GO_0006508;GO_1902033;GO_0038166;GO_0005737;GO_0042447;GO_0005576;GO_0002446;GO_0031711;GO_0008237;GO_0004175;GO_0008217;GO_0010815;GO_0008241;GO_0016787;GO_0032943;GO_1903597;GO_0043171;GO_0097746;GO_0010608;GO_0060177;GO_0005768;GO_0048167;GO_0002474;GO_0019229;GO_0014910;GO_0001974;GO_0005764;GO_0050435;GO_0008240;GO_0005615;GO_0005516;GO_0060218;GO_0010814;GO_0071838;GO_0008233;GO_0009897;GO_0004181;GO_0060047;GO_0031404;GO_0003084;GO_0004222;GO_0031434;GO_0007283;GO_0042445;GO_0016020;GO_0004180;GO_0046872;GO_0008238;GO_0010629;GO_0008584;GO_0070573;GO_0051019;GO_0086091;GO_0005886;GO_0070062;GO_0003081;GO_0008270
Q9QB59,GO_0006508;GO_0004190;GO_0016787;GO_0008233
P00634,GO_0004721;GO_0000287;GO_0006470;GO_0005515;GO_0046872;GO_0016787;GO_0042597;GO_0030613;GO_0030288;GO_0008270;GO_0016791;GO_0033748;GO_0004035
P03176,GO_0005515;GO_0005488;GO_0003674;GO_0019205;GO_0016301;GO_0016772;GO_0016740;GO_0003824;GO_0016701;GO_0016491;GO_0016776
A4GRE3,GO_0050178;GO_0046872;GO_0005615;GO_0005125;GO_0007165;GO_0005126
O00481,GO_0001819;GO_0002250;GO_0001817;GO_0016020;GO_0005515;GO_0032729;GO_0050852;GO_0005886;GO_0005102;GO_0002376;GO_0050798;GO_0009897
P0AB71,GO_0016829;GO_0016832;GO_0005515;GO_0046872;GO_0005829;GO_0042802;GO_0005975;GO_0004332;GO_0006094;GO_0042803;GO_0008270;GO_0006096
Q8TEK3,GO_0032991;GO_0000077;GO_0140938;GO_0042054;GO_0005737;GO_0032200;GO_0016740;GO_0140956;GO_0008168;GO_0000781;GO_0031509;GO_0051726;GO_0006325;GO_0005515;GO_0046425;GO_0006281;GO_0032259;GO_0031507;GO_2000677;GO_0005634;GO_0010467;GO_0003677;GO_0045944;GO_0003676;GO_0005654;GO_0043231;GO_0031151
P0A8M3,GO_0006418;GO_0000900;GO_0004812;GO_0005737;GO_0006435;GO_0000049;GO_0000166;GO_0043039;GO_0005524;GO_0046677;GO_0106074;GO_0005829;GO_0004829;GO_0016874;GO_0005515;GO_0045947;GO_0042803;GO_0048027;GO_0006412;GO_0046872;GO_0003723;GO_0140101;GO_0006417;GO_0002161;GO_0008270
P56658,GO_0009168;GO_0004000;GO_0005737;GO_0070161;GO_0006154;GO_0043103;GO_0016787;GO_0005829;GO_0060169;GO_0007155;GO_0060205;GO_0046103;GO_0042110;GO_0019239;GO_0005515;GO_0009117;GO_0005764;GO_0009897;GO_0016020;GO_0046936;GO_0046872;GO_0005886;GO_0031410;GO_0008270
Q07075,GO_0032835;GO_0002003;GO_0006508;GO_0005765;GO_0005737;GO_0007267;GO_0042277;GO_0008237;GO_0004177;GO_0016477;GO_0008217;GO_0016787;GO_0043171;GO_0004230;GO_0005903;GO_0008283;GO_0016324;GO_0005615;GO_0001525;GO_0008233;GO_0009897;GO_0016020;GO_0045177;GO_0046872;GO_0005886;GO_0031410;GO_0070062;GO_0003081;GO_0008270;GO_0070006
P00690,GO_0004556;GO_0016160;GO_0031404;GO_0016052;GO_0005576;GO_0005509;GO_0016787;GO_0046872;GO_0003824;GO_0005975;GO_0043169;GO_0005615;GO_0016798
Q7B8P6,GO_0003677
Q9HPW4,GO_0000166;GO_0046872
P62942,GO_0070697;GO_0060347;GO_0044325;GO_0042026;GO_0030512;GO_0014802;GO_0005737;GO_0005160;GO_0032880;GO_0016853;GO_0005246;GO_0030018;GO_0005829;GO_0005528;GO_1990425;GO_0032926;GO_0005527;GO_0055010;GO_0043123;GO_0042110;GO_0005515;GO_0070411;GO_0098562;GO_0030547;GO_0033017;GO_0016529;GO_0006457;GO_0003007;GO_1990000;GO_0016020;GO_1902991;GO_0034713;GO_0051604;GO_0010881;GO_0003755;GO_0050776;GO_0014809;GO_0006458;GO_0097435
Q8RCC4,GO_0016020;GO_0015276;GO_0030313;GO_0034220
